group_id,point_id,q1,q2,q3,q4,q5,q6,collision_detected
106,1,-1.58081596,-0.084689954,0.608351288,-2.097363859,-1.665561886,-0.010076786,FALSE
106,2,-1.581084907,-0.143344885,0.751077375,-2.183612427,-1.665464775,-0.010346568,FALSE
106,3,-1.581367094,-0.191357988,0.871509489,-2.25821003,-1.665366409,-0.010629415,FALSE
106,4,-1.581663527,-0.232483932,0.977924439,-2.3256789,-1.665266694,-0.010926341,FALSE
106,5,-1.581975339,-0.268600286,1.074499005,-2.388318307,-1.665165509,-0.011238503,FALSE
106,6,-1.582303738,-0.300793462,1.163688681,-2.447497475,-1.665062752,-0.011567082,FALSE
106,7,-1.582650089,-0.32974828,1.247080787,-2.504118998,-1.664958287,-0.01191345,FALSE
106,8,-1.583015924,-0.355919222,1.325770439,-2.55882366,-1.664851973,-0.012279144,FALSE
106,9,-1.583402915,-0.379616458,1.400550018,-2.612093811,-1.664743653,-0.012665818,FALSE
106,10,-1.58381299,-0.401052986,1.47201374,-2.664310827,-1.664633132,-0.013075426,FALSE
106,11,-1.584245698,-0.419609119,1.540518721,-2.716744483,-1.6645262,-0.013508835,FALSE
106,12,-1.585115456,-0.435573416,1.607536743,-2.771646675,-1.663570178,-0.01437971,FALSE
106,13,-1.586065065,-0.449445583,1.671656345,-2.825038874,-1.662563204,-0.015330445,FALSE
106,14,-1.58701437,-0.461218507,1.733193848,-2.877323492,-1.661675773,-0.016280799,FALSE
106,15,-1.588028889,-0.470842645,1.792653547,-2.929397457,-1.66078453,-0.017295923,FALSE
106,16,-1.588959305,-0.473666197,1.809544961,-2.943404827,-1.659372174,-0.018227124,FALSE
106,17,-1.627053895,-0.477357396,1.82047875,-2.95658662,-1.651149191,-0.056402762,FALSE
106,18,-1.624861062,-0.467569555,1.763682045,-2.910439992,-1.651832613,-0.054205145,FALSE
106,19,-1.622243139,-0.457366221,1.701805492,-2.854782708,-1.653637318,-0.051595977,FALSE
106,20,-1.620339275,-0.44433229,1.639001577,-2.802481004,-1.654310236,-0.049693882,FALSE
106,21,-1.617683463,-0.429799441,1.571042911,-2.742998825,-1.656807359,-0.047050123,FALSE
106,22,-1.614240788,-0.412194688,1.501236735,-2.686254782,-1.661341413,-0.043617134,FALSE
106,23,-1.610913843,-0.392189877,1.427958401,-2.627899003,-1.666051843,-0.040298311,FALSE
106,24,-1.609557361,-0.369702177,1.354437685,-2.574639996,-1.66665574,-0.03893946,FALSE
106,25,-1.608347758,-0.344780665,1.277837634,-2.521323686,-1.667082954,-0.037726709,FALSE
106,26,-1.607161708,-0.317058919,1.195904355,-2.464597072,-1.667604946,-0.036538223,FALSE
106,27,-1.606082928,-0.286312182,1.109331041,-2.406897423,-1.668008837,-0.035456459,FALSE
106,28,-1.605113113,-0.251831219,1.016162574,-2.346440801,-1.668270373,-0.034483502,FALSE
106,29,-1.604159336,-0.212707435,0.913322018,-2.280248256,-1.668611643,-0.033526872,FALSE
106,30,-1.603320378,-0.167662188,0.799641122,-2.210066154,-1.668765332,-0.032684625,FALSE
106,31,-1.602537978,-0.114030985,0.668415104,-2.131194809,-1.668869405,-0.031898896,FALSE
106,32,-1.628446177,-0.11086745,0.655240794,-2.123916114,-1.659847406,-0.057883116,FALSE
106,33,-1.629829806,-0.165604244,0.788565364,-2.203639053,-1.659743692,-0.059271452,FALSE
106,34,-1.631281049,-0.211371898,0.903204984,-2.273651908,-1.659636269,-0.060727542,FALSE
106,35,-1.632943826,-0.251316897,1.00872421,-2.34288311,-1.659169344,-0.062392699,FALSE
106,36,-1.634581873,-0.286186727,1.102231741,-2.402943949,-1.658972858,-0.064035162,FALSE
106,37,-1.636475433,-0.31739776,1.191169892,-2.464115895,-1.658359782,-0.065929873,FALSE
106,38,-1.638337173,-0.345372223,1.272649531,-2.519288103,-1.658059887,-0.067795321,FALSE
